RowID;﻿Período;Indicador;Dia da Semana;Número da Semana;Valor Absoluto;Taxa
18768;2018-07-29;Encaminhamentos p/ CSP;domingo;31;3;0.21428571428499998
19263;2018-08-14;Encaminhamentos p/ Autocuidados;terça-feira;33;3;0.33333333333299997
19330;2018-08-16;Encaminhamentos p/ Outros;quinta-feira;33;0;0.0
19453;2018-08-20;Encaminhamentos p/ INEM;segunda-feira;34;0;0.0
19575;2018-08-24;Encaminhamentos p/ Serviço Urgência;sexta-feira;34;0;0.0
19699;2018-08-28;Encaminhamentos p/ Serviço Urgência;terça-feira;35;3;0.30000000000000004
19853;2018-09-02;Encaminhamentos p/ CSP;domingo;36;2;0.181818181818
19887;2018-09-03;Encaminhamentos p/ INEM;segunda-feira;36;0;0.0
20040;2018-09-08;Encaminhamentos p/ Serviço Urgência;sábado;36;0;0.0
20069;2018-09-09;Encaminhamentos p/ Autocuidados;domingo;37;8;0.571428571428
20074;2018-09-09;Encaminhamentos p/ Outros;domingo;37;0;0.0
20136;2018-09-11;Encaminhamentos p/ Outros;terça-feira;37;0;0.0
20256;2018-09-15;Encaminhamentos p/ CSP;sábado;37;0;0.0
20257;2018-09-15;Encaminhamentos p/ Serviço Urgência;sábado;37;0;0.0
20288;2018-09-16;Encaminhamentos p/ Serviço Urgência;domingo;38;0;0.0
20317;2018-09-17;Encaminhamentos p/ Autocuidados;segunda-feira;38;2;0.222222222222
20412;2018-09-20;Encaminhamentos p/ Serviço Urgência;quinta-feira;38;0;0.0
20473;2018-09-22;Encaminhamentos p/ CSP;sábado;38;2;0.285714285714
20627;2018-09-27;Encaminhamentos p/ Autocuidados;quinta-feira;39;8;0.615384615384
20661;2018-09-28;Encaminhamentos p/ CIAV;sexta-feira;39;0;0.0
416;2016-12-14;Encaminhamentos p/ CSP;quarta-feira;51;114;0.322946175637
481;2016-12-16;Encaminhamentos p/ INEM;sexta-feira;51;0;0.0
571;2016-12-19;Encaminhamentos p/ CSP;segunda-feira;52;193;0.339788732394
634;2016-12-21;Encaminhamentos p/ Serviço Urgência;quarta-feira;52;47;0.089015151515
821;2016-12-27;Encaminhamentos p/ CIAV;terça-feira;53;0;0.0
1067;2017-01-04;Encaminhamentos p/ CSP;quarta-feira;1;202;0.351916376306
1098;2017-01-05;Encaminhamentos p/ CSP;quinta-feira;1;176;0.352705410821
1288;2017-01-11;Encaminhamentos p/ Outros;quarta-feira;2;2;0.00488997555
1314;2017-01-12;Encaminhamentos p/ Autocuidados;quinta-feira;2;239;0.554524361948
1443;2017-01-16;Encaminhamentos p/ Outros;segunda-feira;3;2;0.005464480874
17466;2018-06-17;Encaminhamentos p/ CSP;domingo;25;7;0.291666666666
1872;2017-01-30;Encaminhamentos p/ Autocuidados;segunda-feira;5;115;0.5111111111109999
1874;2017-01-30;Encaminhamentos p/ Serviço Urgência;segunda-feira;5;12;0.053333333333
2185;2017-02-09;Encaminhamentos p/ CIAV;quinta-feira;6;0;0.0
2275;2017-02-12;Encaminhamentos p/ Autocuidados;domingo;7;49;0.453703703703
2492;2017-02-19;Encaminhamentos p/ Autocuidados;domingo;8;50;0.555555555555
2494;2017-02-19;Encaminhamentos p/ Serviço Urgência;domingo;8;8;0.08888888888799999
2524;2017-02-20;Encaminhamentos p/ CSP;segunda-feira;8;28;0.373333333333
3268;2017-03-16;Encaminhamentos p/ CSP;quinta-feira;11;6;0.1875
3298;2017-03-17;Encaminhamentos p/ Autocuidados;sexta-feira;11;18;0.620689655172
3427;2017-03-21;Encaminhamentos p/ Outros;terça-feira;12;0;0.0
3794;2017-04-02;Encaminhamentos p/ Autocuidados;domingo;14;12;0.461538461538
3921;2017-04-06;Encaminhamentos p/ CIAV;quinta-feira;14;0;0.0
3953;2017-04-07;Encaminhamentos p/ INEM;sexta-feira;14;0;0.0
3984;2017-04-08;Encaminhamentos p/ INEM;sábado;14;0;0.0
4075;2017-04-11;Encaminhamentos p/ Serviço Urgência;terça-feira;15;1;0.04
4135;2017-04-13;Encaminhamentos p/ Autocuidados;quinta-feira;15;7;0.538461538461
4140;2017-04-13;Encaminhamentos p/ Outros;quinta-feira;15;0;0.0
4570;2017-04-27;Encaminhamentos p/ CSP;quinta-feira;17;4;0.181818181818
4913;2017-05-08;Encaminhamentos p/ CIAV;segunda-feira;19;0;0.0
5161;2017-05-16;Encaminhamentos p/ CIAV;terça-feira;20;0;0.0
5654;2017-06-01;Encaminhamentos p/ Autocuidados;quinta-feira;22;5;0.833333333333
5687;2017-06-02;Encaminhamentos p/ Serviço Urgência;sexta-feira;22;2;0.111111111111
5841;2017-06-07;Encaminhamentos p/ CSP;quarta-feira;23;5;0.454545454545
5907;2017-06-09;Encaminhamentos p/ Outros;sexta-feira;23;1;0.090909090909
6276;2017-06-21;Encaminhamentos p/ Serviço Urgência;quarta-feira;25;0;0.0
6834;2017-07-09;Encaminhamentos p/ Serviço Urgência;domingo;28;1;0.111111111111
6930;2017-07-12;Encaminhamentos p/ Outros;quarta-feira;28;0;0.0
7111;2017-07-18;Encaminhamentos p/ Autocuidados;terça-feira;29;5;0.454545454545
7206;2017-07-21;Encaminhamentos p/ Serviço Urgência;sexta-feira;29;0;0.0
7267;2017-07-23;Encaminhamentos p/ CSP;domingo;30;3;0.375
7298;2017-07-24;Encaminhamentos p/ CSP;segunda-feira;30;2;0.5
7457;2017-07-29;Encaminhamentos p/ Outros;sábado;30;0;0.0
7793;2017-08-09;Encaminhamentos p/ Autocuidados;quarta-feira;32;3;1.0
8385;2017-08-28;Encaminhamentos p/ CIAV;segunda-feira;35;0;0.0
8508;2017-09-01;Encaminhamentos p/ Serviço Urgência;sexta-feira;35;5;0.625
8568;2017-09-03;Encaminhamentos p/ Autocuidados;domingo;36;5;0.625
8600;2017-09-04;Encaminhamentos p/ CSP;segunda-feira;36;2;0.25
8602;2017-09-04;Encaminhamentos p/ CIAV;segunda-feira;36;0;0.0
8789;2017-09-10;Encaminhamentos p/ INEM;domingo;37;0;0.0
8944;2017-09-15;Encaminhamentos p/ INEM;sexta-feira;37;0;0.0
9410;2017-09-30;Encaminhamentos p/ Outros;sábado;39;0;0.0
9531;2017-10-04;Encaminhamentos p/ Serviço Urgência;quarta-feira;40;0;0.0
9844;2017-10-14;Encaminhamentos p/ Outros;sábado;41;0;0.0
9901;2017-10-16;Encaminhamentos p/ Autocuidados;segunda-feira;42;15;0.9375
9994;2017-10-19;Encaminhamentos p/ Autocuidados;quinta-feira;42;8;0.470588235294
10028;2017-10-20;Encaminhamentos p/ CIAV;sexta-feira;42;0;0.0
10057;2017-10-21;Encaminhamentos p/ CSP;sábado;42;5;0.238095238095
203;2016-12-07;Encaminhamentos p/ Outros;quarta-feira;50;2;0.060606060605999997
482;2016-12-16;Encaminhamentos p/ Outros;sexta-feira;51;5;0.01210653753
665;2016-12-22;Encaminhamentos p/ Serviço Urgência;quinta-feira;52;56;0.102189781021
20690;2018-09-29;Encaminhamentos p/ CSP;sábado;39;1;0.083333333333
20817;2018-10-03;Encaminhamentos p/ INEM;quarta-feira;40;0;0.0
20909;2018-10-06;Encaminhamentos p/ CIAV;sábado;40;0;0.0
20941;2018-10-07;Encaminhamentos p/ INEM;domingo;41;0;0.0
20971;2018-10-08;Encaminhamentos p/ CIAV;segunda-feira;41;0;0.0
21159;2018-10-14;Encaminhamentos p/ Outros;domingo;42;0;0.0
21218;2018-10-16;Encaminhamentos p/ Serviço Urgência;terça-feira;42;3;0.115384615384
21311;2018-10-19;Encaminhamentos p/ Serviço Urgência;sexta-feira;42;5;0.185185185185
21466;2018-10-24;Encaminhamentos p/ Serviço Urgência;quarta-feira;43;1;0.038461538461
21682;2018-10-31;Encaminhamentos p/ CSP;quarta-feira;44;7;0.318181818181
21717;2018-11-01;Encaminhamentos p/ Outros;quinta-feira;44;0;0.0
22178;2018-11-16;Encaminhamentos p/ CSP;sexta-feira;46;9;0.272727272727
22213;2018-11-17;Encaminhamentos p/ Outros;sábado;46;0;0.0
22242;2018-11-18;Encaminhamentos p/ CIAV;domingo;47;0;0.0
22337;2018-11-21;Encaminhamentos p/ Outros;quarta-feira;47;0;0.0
22580;2018-11-29;Encaminhamentos p/ Autocuidados;quinta-feira;48;22;0.709677419354
22612;2018-11-30;Encaminhamentos p/ CSP;sexta-feira;48;9;0.272727272727
22647;2018-12-01;Encaminhamentos p/ Outros;sábado;48;0;0.0
22708;2018-12-03;Encaminhamentos p/ INEM;segunda-feira;49;0;0.0
22859;2018-12-08;Encaminhamentos p/ Autocuidados;sábado;49;18;0.529411764705
22891;2018-12-09;Encaminhamentos p/ CSP;domingo;50;6;0.12
23080;2018-12-15;Encaminhamentos p/ INEM;sábado;50;0;0.0
23142;2018-12-17;Encaminhamentos p/ INEM;segunda-feira;51;0;0.0
23232;2018-12-20;Encaminhamentos p/ CSP;quinta-feira;51;28;0.314606741573
23267;2018-12-21;Encaminhamentos p/ Outros;sexta-feira;51;0;0.0
23638;2019-01-02;Encaminhamentos p/ INEM;quarta-feira;1;0;0.0
23696;2019-01-04;Encaminhamentos p/ Autocuidados;sexta-feira;1;89;0.570512820512
23728;2019-01-05;Encaminhamentos p/ CSP;sábado;1;57;0.25
24195;2019-01-20;Encaminhamentos p/ CIAV;domingo;4;1;0.001283697047
24471;2019-01-29;Encaminhamentos p/ Autocuidados;terça-feira;5;440;0.606896551724
24938;2019-02-13;Encaminhamentos p/ Serviço Urgência;quarta-feira;7;31;0.093655589123
25001;2019-02-15;Encaminhamentos p/ CIAV;sexta-feira;7;0;0.0
25061;2019-02-17;Encaminhamentos p/ CSP;domingo;8;71;0.26394052044599997
25344;2019-02-26;Encaminhamentos p/ Outros;terça-feira;9;0;0.0
25496;2019-03-03;Encaminhamentos p/ Serviço Urgência;domingo;10;19;0.16521739130399998
25649;2019-03-08;Encaminhamentos p/ Autocuidados;sexta-feira;10;55;0.555555555555
25712;2019-03-10;Encaminhamentos p/ CSP;domingo;11;28;0.33734939759
25715;2019-03-10;Encaminhamentos p/ INEM;domingo;11;0;0.0
25745;2019-03-11;Encaminhamentos p/ CIAV;segunda-feira;11;0;0.0
25933;2019-03-17;Encaminhamentos p/ Outros;domingo;12;0;0.0
26114;2019-03-23;Encaminhamentos p/ Autocuidados;sábado;12;37;0.587301587301
26117;2019-03-23;Encaminhamentos p/ CIAV;sábado;12;0;0.0
26148;2019-03-24;Encaminhamentos p/ CIAV;domingo;13;0;0.0
26456;2019-04-03;Encaminhamentos p/ CSP;quarta-feira;14;7;0.26923076923
26488;2019-04-04;Encaminhamentos p/ Serviço Urgência;quinta-feira;14;8;0.135593220338
26549;2019-04-06;Encaminhamentos p/ CSP;sábado;14;6;0.171428571428
26708;2019-04-11;Encaminhamentos p/ Outros;quinta-feira;15;0;0.0
26800;2019-04-14;Encaminhamentos p/ INEM;domingo;16;0;0.0
26827;2019-04-15;Encaminhamentos p/ Autocuidados;segunda-feira;16;9;0.36
26889;2019-04-17;Encaminhamentos p/ Autocuidados;quarta-feira;16;15;0.454545454545
26890;2019-04-17;Encaminhamentos p/ CSP;quarta-feira;16;13;0.393939393939
26956;2019-04-19;Encaminhamentos p/ Outros;sexta-feira;16;0;0.0
27078;2019-04-23;Encaminhamentos p/ CIAV;terça-feira;17;0;0.0
27263;2019-04-29;Encaminhamentos p/ Serviço Urgência;segunda-feira;18;2;0.095238095238
27479;2019-05-06;Encaminhamentos p/ CSP;segunda-feira;19;5;0.3125
27483;2019-05-06;Encaminhamentos p/ Outros;segunda-feira;19;0;0.0
27633;2019-05-11;Encaminhamentos p/ Autocuidados;sábado;19;16;0.8
27916;2019-05-20;Encaminhamentos p/ INEM;segunda-feira;21;0;0.0
28129;2019-05-27;Encaminhamentos p/ Autocuidados;segunda-feira;22;6;0.4
28160;2019-05-28;Encaminhamentos p/ Autocuidados;terça-feira;22;17;0.653846153846
28222;2019-05-30;Encaminhamentos p/ Autocuidados;quinta-feira;22;4;0.307692307692
28315;2019-06-02;Encaminhamentos p/ Autocuidados;domingo;23;14;0.777777777777
28317;2019-06-02;Encaminhamentos p/ Serviço Urgência;domingo;23;2;0.111111111111
28349;2019-06-03;Encaminhamentos p/ CIAV;segunda-feira;23;0;0.0
28412;2019-06-05;Encaminhamentos p/ INEM;quarta-feira;23;0;0.0
28597;2019-06-11;Encaminhamentos p/ CIAV;terça-feira;24;0;0.0
28783;2019-06-17;Encaminhamentos p/ CIAV;segunda-feira;25;0;0.0
28969;2019-06-23;Encaminhamentos p/ CIAV;domingo;26;0;0.0
28998;2019-06-24;Encaminhamentos p/ CSP;segunda-feira;26;7;0.466666666666
29028;2019-06-25;Encaminhamentos p/ Autocuidados;terça-feira;26;7;0.466666666666
29341;2019-07-05;Encaminhamentos p/ CIAV;sexta-feira;27;0;0.0
29433;2019-07-08;Encaminhamentos p/ Serviço Urgência;segunda-feira;28;3;0.375
29648;2019-07-15;Encaminhamentos p/ Autocuidados;segunda-feira;29;6;0.6666666666659999
29684;2019-07-16;Encaminhamentos p/ Outros;terça-feira;29;0;0.0
29712;2019-07-17;Encaminhamentos p/ Serviço Urgência;quarta-feira;29;0;0.0
29741;2019-07-18;Encaminhamentos p/ Autocuidados;quinta-feira;29;6;0.6000000000000001
29742;2019-07-18;Encaminhamentos p/ CSP;quinta-feira;29;2;0.2
29745;2019-07-18;Encaminhamentos p/ INEM;quinta-feira;29;0;0.0
29746;2019-07-18;Encaminhamentos p/ Outros;quinta-feira;29;0;0.0
29932;2019-07-24;Encaminhamentos p/ Outros;quarta-feira;30;0;0.0
30238;2019-08-03;Encaminhamentos p/ CSP;sábado;31;2;0.181818181818
30179;2019-08-01;Encaminhamentos p/ INEM;quinta-feira;31;0;0.0
1720;2017-01-25;Encaminhamentos p/ CIAV;quarta-feira;4;0;0.0
1997;2017-02-03;Encaminhamentos p/ CSP;sexta-feira;5;54;0.372413793103
2122;2017-02-07;Encaminhamentos p/ Serviço Urgência;terça-feira;6;11;0.098214285714
2648;2017-02-24;Encaminhamentos p/ CSP;sexta-feira;8;26;0.456140350877
2745;2017-02-27;Encaminhamentos p/ Outros;segunda-feira;9;0;0.0
3147;2017-03-12;Encaminhamentos p/ INEM;domingo;11;0;0.0
3331;2017-03-18;Encaminhamentos p/ Serviço Urgência;sábado;11;5;0.172413793103
3334;2017-03-18;Encaminhamentos p/ Outros;sábado;11;0;0.0
3391;2017-03-20;Encaminhamentos p/ Autocuidados;segunda-feira;12;16;0.444444444444
3580;2017-03-26;Encaminhamentos p/ CIAV;domingo;13;0;0.0
3797;2017-04-02;Encaminhamentos p/ CIAV;domingo;14;0;0.0
3858;2017-04-04;Encaminhamentos p/ Serviço Urgência;terça-feira;14;1;0.043478260869
3982;2017-04-08;Encaminhamentos p/ Serviço Urgência;sábado;14;6;0.272727272727
4046;2017-04-10;Encaminhamentos p/ INEM;segunda-feira;15;0;0.0
4171;2017-04-14;Encaminhamentos p/ Outros;sexta-feira;15;0;0.0
4230;2017-04-16;Encaminhamentos p/ Serviço Urgência;domingo;16;5;0.416666666666
4290;2017-04-18;Encaminhamentos p/ Autocuidados;terça-feira;16;11;0.578947368421
4419;2017-04-22;Encaminhamentos p/ Outros;sábado;16;0;0.0
4726;2017-05-02;Encaminhamentos p/ Serviço Urgência;terça-feira;18;2;0.105263157894
4757;2017-05-03;Encaminhamentos p/ Serviço Urgência;quarta-feira;18;0;0.0
30056;2019-07-28;Encaminhamentos p/ Outros;domingo;31;0;0.0
30083;2019-07-29;Encaminhamentos p/ CSP;segunda-feira;31;3;0.272727272727
30087;2019-07-29;Encaminhamentos p/ Outros;segunda-feira;31;0;0.0
30086;2019-07-29;Encaminhamentos p/ INEM;segunda-feira;31;0;0.0
26087;2019-03-22;Encaminhamentos p/ INEM;sexta-feira;12;0;0.0
26088;2019-03-22;Encaminhamentos p/ Outros;sexta-feira;12;0;0.0
26209;2019-03-26;Encaminhamentos p/ Serviço Urgência;terça-feira;13;7;0.1
26270;2019-03-28;Encaminhamentos p/ CSP;quinta-feira;13;10;0.25
26398;2019-04-01;Encaminhamentos p/ Outros;segunda-feira;14;0;0.0
26610;2019-04-08;Encaminhamentos p/ Autocuidados;segunda-feira;15;19;0.487179487179
26801;2019-04-14;Encaminhamentos p/ Outros;domingo;16;0;0.0
26924;2019-04-18;Encaminhamentos p/ INEM;quinta-feira;16;0;0.0
27018;2019-04-21;Encaminhamentos p/ Outros;domingo;17;0;0.0
27168;2019-04-26;Encaminhamentos p/ Autocuidados;sexta-feira;17;12;0.6000000000000001
27232;2019-04-28;Encaminhamentos p/ Serviço Urgência;domingo;18;3;0.12
27292;2019-04-30;Encaminhamentos p/ Autocuidados;terça-feira;18;20;0.625
27418;2019-05-04;Encaminhamentos p/ Serviço Urgência;sábado;18;9;0.428571428571
28007;2019-05-23;Encaminhamentos p/ Serviço Urgência;quinta-feira;21;3;0.125
28377;2019-06-04;Encaminhamentos p/ Autocuidados;terça-feira;23;12;0.571428571428
28534;2019-06-09;Encaminhamentos p/ Serviço Urgência;domingo;24;1;0.111111111111
28563;2019-06-10;Encaminhamentos p/ Autocuidados;segunda-feira;24;6;0.461538461538
28565;2019-06-10;Encaminhamentos p/ Serviço Urgência;segunda-feira;24;3;0.230769230769
28598;2019-06-11;Encaminhamentos p/ INEM;terça-feira;24;0;0.0
28784;2019-06-17;Encaminhamentos p/ INEM;segunda-feira;25;0;0.0
29184;2019-06-30;Encaminhamentos p/ CSP;domingo;27;5;0.3125
29652;2019-07-15;Encaminhamentos p/ INEM;segunda-feira;29;0;0.0
29776;2019-07-19;Encaminhamentos p/ INEM;sexta-feira;29;0;0.0
29870;2019-07-22;Encaminhamentos p/ Outros;segunda-feira;30;0;0.0
30054;2019-07-28;Encaminhamentos p/ CIAV;domingo;31;0;0.0
30149;2019-07-31;Encaminhamentos p/ Outros;quarta-feira;31;0;0.0
26336;2019-03-30;Encaminhamentos p/ Outros;sábado;13;0;0.0
26365;2019-03-31;Encaminhamentos p/ CIAV;domingo;14;0;0.0
26612;2019-04-08;Encaminhamentos p/ Serviço Urgência;segunda-feira;15;4;0.102564102564
26675;2019-04-10;Encaminhamentos p/ CIAV;quarta-feira;15;0;0.0
26858;2019-04-16;Encaminhamentos p/ Autocuidados;terça-feira;16;15;0.6000000000000001
26953;2019-04-19;Encaminhamentos p/ Serviço Urgência;sexta-feira;16;3;0.088235294117
27017;2019-04-21;Encaminhamentos p/ INEM;domingo;17;0;0.0
27107;2019-04-24;Encaminhamentos p/ CSP;quarta-feira;17;1;0.07142857142799999
27172;2019-04-26;Encaminhamentos p/ INEM;sexta-feira;17;0;0.0
27235;2019-04-28;Encaminhamentos p/ Outros;domingo;18;0;0.0
27326;2019-05-01;Encaminhamentos p/ CIAV;quarta-feira;18;0;0.0
27696;2019-05-13;Encaminhamentos p/ CSP;segunda-feira;20;6;0.285714285714
27728;2019-05-14;Encaminhamentos p/ Serviço Urgência;terça-feira;20;2;0.117647058823
27791;2019-05-16;Encaminhamentos p/ CIAV;quinta-feira;20;0;0.0
28005;2019-05-23;Encaminhamentos p/ Autocuidados;quinta-feira;21;14;0.583333333333
28009;2019-05-23;Encaminhamentos p/ INEM;quinta-feira;21;0;0.0
28037;2019-05-24;Encaminhamentos p/ CSP;sexta-feira;21;4;0.235294117647
28068;2019-05-25;Encaminhamentos p/ CSP;sábado;21;3;0.15
28195;2019-05-29;Encaminhamentos p/ INEM;quarta-feira;22;0;0.0
28253;2019-05-31;Encaminhamentos p/ Autocuidados;sexta-feira;22;6;0.545454545454
28254;2019-05-31;Encaminhamentos p/ CSP;sexta-feira;22;2;0.181818181818
28347;2019-06-03;Encaminhamentos p/ CSP;segunda-feira;23;1;0.058823529411
28350;2019-06-03;Encaminhamentos p/ INEM;segunda-feira;23;0;0.0
28626;2019-06-12;Encaminhamentos p/ CSP;quarta-feira;24;4;0.444444444444
28719;2019-06-15;Encaminhamentos p/ CSP;sábado;24;2;0.181818181818
28752;2019-06-16;Encaminhamentos p/ CIAV;domingo;25;0;0.0
28874;2019-06-20;Encaminhamentos p/ CSP;quinta-feira;25;2;0.117647058823
28905;2019-06-21;Encaminhamentos p/ CSP;sexta-feira;25;4;0.444444444444
28939;2019-06-22;Encaminhamentos p/ INEM;sábado;25;0;0.0
28999;2019-06-24;Encaminhamentos p/ Serviço Urgência;segunda-feira;26;1;0.066666666666
29030;2019-06-25;Encaminhamentos p/ Serviço Urgência;terça-feira;26;4;0.266666666666
29495;2019-07-10;Encaminhamentos p/ Serviço Urgência;quarta-feira;28;7;0.4375
29496;2019-07-10;Encaminhamentos p/ CIAV;quarta-feira;28;0;0.0
29586;2019-07-13;Encaminhamentos p/ Autocuidados;sábado;28;5;0.5
29715;2019-07-17;Encaminhamentos p/ Outros;quarta-feira;29;0;0.0
29834;2019-07-21;Encaminhamentos p/ Autocuidados;domingo;30;5;0.625
30053;2019-07-28;Encaminhamentos p/ Serviço Urgência;domingo;31;1;0.142857142857
30115;2019-07-30;Encaminhamentos p/ Serviço Urgência;terça-feira;31;1;0.2
15330;2018-04-09;Encaminhamentos p/ INEM;segunda-feira;15;0;0.0
15393;2018-04-11;Encaminhamentos p/ Outros;quarta-feira;15;0;0.0
15699;2018-04-21;Encaminhamentos p/ CSP;sábado;16;12;0.2
16446;2018-05-15;Encaminhamentos p/ INEM;terça-feira;20;0;0.0
16505;2018-05-17;Encaminhamentos p/ CSP;quinta-feira;20;14;0.35000000000000003
17035;2018-06-03;Encaminhamentos p/ INEM;domingo;23;0;0.0
17097;2018-06-05;Encaminhamentos p/ INEM;terça-feira;23;0;0.0
17187;2018-06-08;Encaminhamentos p/ CSP;sexta-feira;23;3;0.157894736842
